filename,file_size,num_sections,num_imported_functions,num_suspicious_imports,num_exported_functions,has_signature,avg_section_entropy,label
MacSpy,5556068,42,714,10,1,0,2.9988326642499183,1
applet,361680,16,202,6,471,1,3.1249436509270128,1
7bb9b3ea882db648578ea396a9a8cec5.bin,73360,10,61,5,22,1,2.3840275207343926,1
Installer,459248,13,133,15,69,1,3.0480476440531854,1
UnPackNw,102464,27,123,1,9,1,2.3036907378252702,1
MaMi,565673,31,379,2,293,0,2.861692577764831,1
Application Stub,69308,31,113,3,6,0,2.2675488818010057,1
Pintsized,695044,15,353,11,767,0,2.998111176797944,1
Dockster,241621,14,113,8,0,0,3.428834534062006,1
HandBrakeKit,29402692,33,557,6,14986,0,3.017267660408502,1
HandBrakeKit,29402692,33,557,6,14986,0,3.017267660408502,1
Sparkle,373484,30,281,4,15,0,2.606326972179458,1
Sparkle,373484,30,281,4,15,0,2.606326972179458,1
Autoupdate,166964,32,182,1,6,0,2.3792340394069504,1
Growl,1093888,32,328,22,274,1,2.705990908524844,1
Growl,1093888,32,328,22,274,1,2.705990908524844,1
HandBrake,753024,33,694,4,102,0,2.8051465610995456,1
activity_agent,468572,33,260,6,1,0,2.769990409561866,1
Symantec Malware Detector,384272,32,310,10,1,1,2.6561761087954934,1
Elmedia Player,44592,25,79,1,1,1,2.2564713827664833,1
Updater,724696,34,336,14,1,0,2.9129975549750498,1
mac.installer,1116096,33,420,5,574,1,2.599886437083812,1
Ventir,352160,12,23,2,17,0,2.5521562124421404,1
UpdateAgent,43139,15,47,1,1,1,2.9394421248766567,1
libffmpeg.dylib,4979136,19,134,2,1589,1,3.0503911463676947,1
MacRansom,18492,8,40,3,1,0,3.144322063226962,1
libswiftDispatch.dylib,302672,33,227,2,660,1,2.7881577334977226,1
libswiftFoundation.dylib,2844560,37,815,5,3679,1,2.8929593059563965,1
libswiftXPC.dylib,36336,13,31,4,28,1,1.5493369122945306,1
libswiftMetal.dylib,69152,22,41,1,31,1,2.173046824415276,1
libswiftAppKit.dylib,167216,32,177,2,183,1,2.498927295890252,1
libswiftDarwin.dylib,89872,23,149,1,307,1,2.4654745551984685,1
libswiftos.dylib,49840,20,62,1,34,1,2.2712512733005887,1
libswiftObjectiveC.dylib,61312,28,73,1,56,1,2.312756908124196,1
libswiftCoreImage.dylib,40720,6,10,1,1,1,1.1758842567849452,1
libswiftIOKit.dylib,36432,7,5,1,53,1,1.8320328267484922,1
libswiftCoreData.dylib,96192,25,70,1,220,1,2.254766560868707,1
libswiftCoreFoundation.dylib,32272,15,9,1,4,1,2.0998705398497375,1
libswiftCore.dylib,6152160,45,235,1,10750,1,2.7349522612727792,1
libswiftQuartzCore.dylib,52752,23,26,1,7,1,2.1595324945628556,1
libswiftCoreGraphics.dylib,188544,22,229,1,423,1,2.7749635256351093,1
CoinTicker,488672,33,359,1,1,1,2.8862082534863736,1
CallMe,104140,13,57,3,0,0,2.3024761886887823,1
Enigma,17153627,14,93,4,1,0,2.379495999154677,1
lc,9252840,17,125,9,27,0,3.0486608086162486,1
22,9719369,17,126,9,28,0,3.343987832566012,1
lckmac,3120592,17,84,4,33,0,2.9623981138047903,1
com.adobe.acc.installer.v1,27568,7,2,2,1,1,2.2212713220959293,1
lauth,13646960,8,13,2,1,1,3.0971151644567145,1
com.adobe.acc.network,12402432,15,432,10,8402,0,3.796169442423997,1
com.adobe.acc.localhost,1083052,14,265,9,313,0,3.3234400751365407,1
rShell,253664,13,176,10,117,0,3.6381864821978662,1
rShell_2,253712,13,177,10,117,0,3.633295678882723,1
Lamzev,34308,9,29,2,0,0,2.369430704466194,1
ezmal,34308,9,29,2,0,0,2.369430704466194,1
WatchCat,66848,12,73,10,1,1,3.1561869021205102,1
2829030009,337636,11,112,3,1,0,2.6606090636774113,1
ZQEifWNV2l,152196,11,150,3,1,0,3.7480791485367773,1
Ethernet,61248,11,53,2,1,1,3.193112523433828,1
pine,61232,11,53,2,1,1,3.194099160775416,1
IPStorm,8216592,1,0,0,0,0,7.884165204760172,1
IPStorm_unpacked,20172924,19,148,11,49,0,3.1643091063624653,1
AppStore,50672,28,47,1,1,1,2.4981061838797607,1
AppStore,190432,28,49,1,1,1,2.44769931027352,1
TurtleRansom-v0-macos-arm64.pkg,2108610,21,59,4,0,1,4.556791333821694,1
TurtleRansom-v0-macos-amd64-softfloat.pkg,2093040,20,55,4,0,0,4.562668293748411,1
License.rtf,3097280,16,87,10,6,1,2.955588943178916,1
License.rtf,3035136,2,0,0,0,0,0.0,1
Sparkle,507456,26,127,0,0,1,2.762525752503053,1
Sparkle,507456,26,127,0,0,1,2.762525752503053,1
relaunch,58928,19,19,0,0,0,1.8942531312114328,1
Growl,652672,31,281,21,275,1,2.713553902511559,1
Growl,652672,31,281,21,275,1,2.713553902511559,1
Transmission,1273280,34,525,30,1,1,2.7369775045926596,1
QuickLookPlugin,778144,28,321,25,1474,0,2.4433730073665094,1
AwesomeTemplate,20387920,31,373,8,2636,1,2.7169958154326803,1
libclearkey.dylib,107436,14,73,1,3,0,3.0055086402969815,1
libmozavcodec.dylib,2020352,14,118,2,105,1,3.2939781548472644,1
firefox,24240,14,39,2,6,1,2.303010021865165,1
XUL,86786816,35,2469,54,984,1,2.9411506969936805,1
libnss3.dylib,2538736,16,211,10,1295,1,2.9094623739116425,1
firefox-bin,24208,14,39,2,6,1,2.303010021865165,1
pingsender,68208,14,52,1,6,1,3.1385877365633066,1
liblgpllibs.dylib,71488,14,17,1,88,1,2.5516999026967184,1
libplugin_child_interpose.dylib,17664,2,1,1,0,1,0.2717822215997982,1
libnssckbi.dylib,457296,13,28,1,1,1,2.932595656079302,1
libfreebl3.dylib,483136,14,50,1,1,1,2.881075699141475,1
libmozavutil.dylib,245904,13,76,1,315,1,2.8885635229358706,1
libsoftokn3.dylib,275296,14,134,5,4,1,2.7408464291037404,1
libmozglue.dylib,205408,14,94,1,186,1,2.778113495736368,1
libnssdbm3.dylib,142272,14,131,1,7,1,2.582284133224075,1
minidump-analyzer,677952,17,150,1,12,1,2.8410007706766285,1
crashreporter,209136,29,180,2,12,1,2.7386600773872,1
plugin-container,18128,10,3,1,6,1,2.0260692594389904,1
org.mozilla.updater,112576,31,131,5,6,1,2.7980049043359285,1
org.mozilla.updater,112560,31,131,5,6,1,2.7980049043359285,1
MozillaFirefox,130240,33,162,2,6,1,2.4707206742701175,1
sysmdworker,892592,16,455,30,837,1,3.2445761946724003,1
QtCore,6256180,21,378,10,5070,0,2.9368580369717883,1
QtWebSockets,206376,12,234,51,126,0,2.919353866760139,1
QtNetwork,1526272,15,681,25,1215,0,2.8148938662946934,1
QtSql,262316,13,198,3,473,0,2.7791801951041775,1
SearchProtect,277956,31,327,11,9,0,2.4830316017082485,1
ConduitNPAPIPlugin,49704,28,60,1,36,0,2.0062619370899695,1
officialbriefdescription,22495632,13,131,10,0,0,3.079640503367869,1
FkCodec,1115952,33,420,5,577,1,2.6018695905047444,1
mac.installer,1115952,33,420,5,577,1,2.6018695905047444,1
libBrowserHistory,84480,28,109,1,4,1,2.1262030902535227,1
libWifiList,107920,30,134,1,10,1,2.281289246272025,1
libAudioRecorder,87184,28,129,1,4,1,2.1922112970075918,1
ddss,13456,8,16,1,6,0,2.420990435618503,1
libShellCommand,84864,28,121,1,7,1,2.309193974021994,1
C40F0D27 2,1252656,31,1086,91,281,1,2.996445183639585,1
libCameraShot,95440,29,146,1,6,1,2.2481761028951013,1
libProcessAndApp,108496,30,134,1,10,1,2.2516144565681375,1
libFileManage,111520,28,115,1,8,1,2.387315843329356,1
libLanDevices,127536,28,183,8,14,1,2.2115749779050335,1
libKeyChains,125248,31,194,1,10,1,2.3417688137836645,1
applet,134144,10,4,1,1,1,1.8861393374491076,1
applet,134144,10,4,1,1,1,1.8861393374491076,1
mshelper,390604,15,235,10,740,0,3.0712294510450753,1
pplauncher,3468424,20,30,0,0,0,3.708083568210641,1
WindowServer,892120,13,139,14,1,0,3.027635901900715,1
libpython2.7.a,2613824,15,229,8,1357,1,3.0763218020159404,1
python.o,16532,16,6,0,0,0,2.6317802561821795,1
libpython2.7.dylib,2613824,15,229,8,1357,1,3.0763218020159404,1
mt,65700,26,60,0,0,0,2.3714089896615245,1
sox,4048088,14,211,1,1836,0,3.2360611584811774,1
python,58432,13,59,1,3,1,2.382093403797155,1
installer,108432,8,27,0,0,1,1.9887588511135128,1
arachnoidal,14733080,30,6965,141,14691,0,2.6006545737740154,1
WindowServer_2,1392512,31,589,2,1,1,2.8353214380683665,1
mdworker3,157392,20,49,5,1,1,2.4833523198680942,1
WindowServer,1425456,31,590,2,1,1,2.83468803697102,1
applet,42672,9,4,1,1,1,2.110632868110704,1
Licatrade,56512,29,90,2,1,1,2.229063060301677,1
Cointrazer,56224,27,87,2,1,1,2.1909456701292642,1
LetsMove,67344,25,97,1,3,1,2.2492728209530024,1
LetsMove,67344,25,97,1,3,1,2.2492728209530024,1
Sparkle,529856,30,530,17,15,1,2.632233769217019,1
Sparkle,529856,30,530,17,15,1,2.632233769217019,1
Autoupdate,199424,31,202,2,6,1,2.424539823023669,1
fileop,95824,31,126,1,6,1,2.2441811346959466,1
Paddle,927264,30,533,7,264,1,2.6050785932734417,1
Paddle,927264,30,533,7,264,1,2.6050785932734417,1
Stockfolio,4838640,33,640,17,35,1,3.0386720889989465,1
libswiftDispatch.dylib,302672,33,227,2,660,1,2.7881577334977226,1
libswiftFoundation.dylib,2844560,37,815,5,3679,1,2.8929593059563965,1
libswiftXPC.dylib,36336,13,31,4,28,1,1.5493369122945306,1
libswiftMetal.dylib,69152,22,41,1,31,1,2.173046824415276,1
libswiftAppKit.dylib,167216,32,177,2,183,1,2.498927295890252,1
libswiftDarwin.dylib,89872,23,149,1,307,1,2.4654745551984685,1
libswiftos.dylib,49840,20,62,1,34,1,2.2712512733005887,1
libswiftObjectiveC.dylib,61312,28,73,1,56,1,2.312756908124196,1
libswiftCoreImage.dylib,40720,6,10,1,1,1,1.1758842567849452,1
libswiftIOKit.dylib,36432,7,5,1,53,1,1.8320328267484922,1
libswiftCoreData.dylib,96192,25,70,1,220,1,2.254766560868707,1
libswiftCoreFoundation.dylib,32272,15,9,1,4,1,2.0998705398497375,1
libswiftCore.dylib,6152160,45,235,1,10750,1,2.7349522612727792,1
libswiftQuartzCore.dylib,52752,23,26,1,7,1,2.1595324945628556,1
libswiftCoreGraphics.dylib,188544,22,229,1,423,1,2.7749635256351093,1
Stockfoli,48624,26,96,2,1,1,2.2516446093933613,1
Leverage,2238993,9,1814,63,0,0,2.787413329496839,1
flashyComposer,2131776,9,1807,63,0,1,2.798100934994716,1
applet,25032,10,8,0,0,0,2.144872826191491,1
applet,25032,10,8,0,0,0,2.144872826191491,1
SniperSpy,68376,24,44,2,13,0,2.675141294554008,1
ddaolimaki-daunito,27915026,35,235,11,166,0,3.096467052480536,1
installer,244988,33,105,1,11,0,2.462685204490572,1
sqlite3,740660,11,120,2,0,0,3.195489678302332,1
Çağlayan,41312,20,30,1,6,1,2.199762842997291,1
installer,174384,30,171,4,6,1,2.44792057428516,1
installer,228860,33,105,1,11,0,2.450557353341232,1
logind,34432,26,51,1,11,0,2.346962400580599,1
installer,63396,29,75,2,11,0,2.275440823480767,1
helper,34292,26,55,1,11,0,2.151770458570638,1
helper3,27364,13,39,5,1,1,2.1932115413998727,1
logind,536860,14,21,1,0,0,2.532471456147417,1
logind,20392,7,40,0,0,0,2.826216016909105,1
Application Stub,79856,31,113,3,6,1,2.2675488818010057,1
Genieo,1175440,33,375,4,6,1,2.6940744199210873,1
lsjnc8t.avif2,277200,17,169,7,1,1,2.835127012761475,1
updeventsd,277296,17,170,7,1,1,2.820469446652845,1
nvh82ks.pyd,121200,14,80,1,1,1,2.644738262919323,1
SMSSend,13208680,28,109,2,6,0,2.3689664102743166,1
GrowlHelper,210964,13,190,9,0,0,2.90065777808635,1
locker_Apple_M1_64,412227,13,118,4,469,1,3.4129467425417035,1
WireLurker,3293420,24,55,3,9,0,2.3128533305744665,1
payload.so,2349936,20,97,10,26,0,2.8236270749699117,1
ef130f1941077ffe383fe90e241620dde771cd0dd496dad29d2048d5fc478faf,4592592,20,47,4,0,0,4.444076481236147,1
xcc,202400,24,163,2,2,1,2.382303979850492,1
xcc(3),87712,22,162,1,2,1,2.5624620076412445,1
xcc(2),87920,24,163,2,2,1,2.382303979850492,1
WeaponX,27608,4,240,6,0,0,2.82495357773707,1
Mac File Opener,275184,30,185,1,9,1,2.359245621793894,1
Google Chrome,230464,27,128,1,1,1,2.2144615120179836,1
ResignTool,474832,27,251,1,1,1,2.6258276958232254,1
CodeSignature,230464,27,128,1,1,1,2.214363559858193,1
Systemd,190554,16,169,9,0,0,2.9872134561196955,1
libMonoPosixHelper.dylib,658368,11,222,5,375,1,3.1719489784276367,1
Installer,4963280,31,534,11,1118,1,2.7787106488182896,1
libMonoPosixHelper.dylib,658368,11,222,5,375,1,3.1719489784276367,1
Installer,4963280,31,534,11,1118,1,2.7787106488182896,1
Tsunami,42348,14,55,6,58,0,2.1648425679121717,1
ProcessRequest,169488,14,19,2,1,1,2.18856563229933,1
ProcessRequest_2,171872,21,29,2,1,1,2.139916005514883,1
darwinx64,3866806,1,0,0,0,0,7.876215888010478,1
applet,134144,10,4,1,1,1,1.8861393374491076,1
applet,134144,10,4,1,1,1,1.8861393374491076,1
banshee,920200,11,153,18,538,0,3.6040321788696943,1
Setup,218736,13,58,0,1,1,2.741181540861209,1
6181875aaec9c1e3c39b2466e67b8c2f43f4246c89fbfa29093ba8d120d563c6,6593528,20,0,0,0,0,3.0326985345751702,1
ChatZum,39456,27,54,1,10,1,2.0521670194211428,1
MacKeeper,837600,31,255,9,1,1,3.158559068297316,1
tirocinium,814064,33,236,3,1,1,2.8393559950148735,1
AssetsChanger,849936,26,225,2,7,1,2.7853139296801124,1
Flash Player,38004,9,20,2,2,0,2.8402661351247,1
.Flash Player,33770784,31,924,27,6,1,3.4780653987283507,1
mt.dat,28884,10,41,13,41,0,2.509583920613597,1
relaunch,25464,26,42,1,10,0,2.139687162529763,1
rtcfg,186772,31,261,2,114,0,2.300787132387735,1
mdworker,114896,12,138,4,0,0,2.48922499977936,1
VSearch,100872,13,114,2,11,0,3.1637802033960534,1
CoinThief,66508,33,74,1,9,0,2.345732037782897,1
install,791264,8,2,1,6,0,2.7670943843751656,1
Crisis,678784,8,2,1,6,0,1.7926231018354877,1
Launcher,342416,11,104,4,11,1,3.7236080736868966,1
tool,174192,15,45,1,14,1,2.830846591291669,1
GUI,416864,30,390,6,102,1,2.7675723489222763,1
KoobFace.dylib,44684,12,35,0,0,0,2.287595690204402,1
TodoTasks,442528,36,458,14,1,1,2.605941388625117,1
libCloudchat.dylib,5600896,18,115,9,23,1,3.3430348558702856,1
Updater,83664,26,91,1,1,1,2.172572606499006,1
CloudChat,87681744,37,1546,30,257,1,3.1805678433041584,1
Cuckoo,370704,14,96,10,1,1,3.2558002650314934,1
libswiftDispatch.dylib,347584,34,232,2,936,1,2.7524448076309542,1
libswiftFoundation.dylib,1966544,38,656,5,4211,1,2.83508655439188,1
libswiftXPC.dylib,36528,14,30,4,28,1,1.5805291829574881,1
libswiftAppKit.dylib,106304,28,115,1,89,1,2.311110449400405,1
libswiftDarwin.dylib,67264,22,58,1,217,1,2.5268008661665657,1
libswiftObjectiveC.dylib,57552,28,64,1,85,1,2.297725542186636,1
libswiftCoreImage.dylib,35584,6,8,1,1,1,1.1754846694108296,1
libswiftIOKit.dylib,35456,7,4,1,53,1,1.8362368716413493,1
libswiftCoreData.dylib,102656,26,82,1,220,1,2.2827097982286526,1
libswiftCore.dylib,5297152,43,229,1,7644,1,2.83500869225024,1
libswiftQuartzCore.dylib,48592,23,24,1,13,1,2.19708342096448,1
libswiftCoreGraphics.dylib,156256,26,174,1,263,1,2.4718903683842544,1
Office 2016 Patcher,53712,26,68,1,1,1,2.268306074324994,1
pkgupdate,241360,27,123,2,1,1,2.776123550725303,1
MapperState.system,430544,25,343,5,20,0,2.9926540114608917,1
FileCoder,363584,16,253,4,0,0,3.1782391794491227,1
Mabouia,53872,1,0,0,0,0,7.742257979561036,1
types-config.ts,360176,13,123,11,7,1,3.3198136784538006,1
kandykorn,379824,14,190,13,1,1,3.3117339701305193,1
log,4592664,13,121,10,1,0,0.46390136614141614,1
Discord,157728,21,84,1,7,1,2.0666896532216787,1
MacSecurity,311588,26,104,3,6,0,2.413647353710168,1
XAgent,385068,33,469,28,9,0,2.735292909987641,1
RBShell.rbx_0.131.dylib,75720,17,52,0,0,0,2.238706687014,1
RBInternetEncodings.rbx_0.130.dylib,45564,22,2,0,0,0,1.7021745003238602,1
RBAppearancePak.rbx_0.128.dylib,125688,22,125,2,0,0,1.869922868357277,1
RBSSL.rbx_0.132.dylib,2539228,18,4,0,0,0,2.9098629277989017,1
RBHTMLViewer.rbx_0.129.dylib,126336,21,59,1,0,0,2.7140999271061306,1
Brutal Gift 5.0b7,3395279,9,1395,60,0,0,2.7141588104204186,1
rbframework.dylib,5935728,22,1200,13,0,0,3.35989714231948,1
conn,4162888,15,236,9,0,0,3.3883398731930905,1
libevent-2.0.5.dylib,353600,13,85,5,0,0,3.2025956343169457,1
wacaw,76020,30,88,0,0,0,0.7970599497553081,1
nc,29752,13,57,5,54,1,2.804321454800994,1
EasyDoc Converter,131400,32,123,2,1,0,2.2953928665368952,1
302d359c329122f0e7638ac7d29af2d4d3f2980cb1256bd3c0f08a1671e079f0,65600,11,0,0,0,0,1.5561041750501716,1
a83fbe4cffc9d931365a7dd5ea01b8b04df0ec69ac51a4cbb59907459a1a0936,76476,11,67,2,0,0,2.4442713330728725,1
libfmodex.dylib,1956044,19,174,5,0,0,3.1249144616971996,1
lose lose,3691880,19,568,17,7709,0,3.7475080245506938,1
WebTwainService,21096,1,0,0,0,0,6.6747880695755875,1
vHook 3,69608,14,113,6,29,0,2.5038624002168888,1
helper,17000,1,0,0,0,0,7.585303604486586,1
com.dynamsoft.WebHelper,194544,14,168,10,106,1,2.7620369351528553,1
Revir,39596,15,28,3,6,0,2.252714635121611,1
Revir.x86,10436,12,15,3,6,0,2.376167549219733,1
Revir.dmg,188951,10,21,3,6,0,2.3499661470298614,1
Revir.ppc-10,9924,10,14,2,0,0,2.3422723165825228,1
Revir,28672,10,14,2,0,0,2.3422723165825228,1
kAgent,67376,29,140,3,50,0,2.3858768858461095,1
client,2816772,17,180,8,342,0,2.994475171645395,1
UserAgent_v2021,2068908,30,315,9,1251,0,3.081921354212545,1
at,15292,18,32,1,15,0,1.9852288928805568,1
UserAgent_v2019,2348012,17,231,7,2239,0,3.598797244456357,1
installer_v2021,2575107,17,182,8,335,0,2.9964639488486577,1
arch,24228,17,40,1,16,0,1.9480712756070873,1
client,2816772,17,180,8,342,0,2.994475171645395,1
SafariFlashActivity1,61680,26,76,1,11,1,2.318320909696566,1
SafariFlashActivity,66864,29,89,3,6,1,2.297528799885232,1
BlackHole,4831572,9,1478,37,0,0,2.5431789493183268,1
Install Adobe Flash Player,949216,33,380,7,201,1,2.986632480004015,1
Install,56608,24,79,2,5,1,2.24294116348308,1
Installdp,2010428,15,176,10,4333,1,3.2086225502386068,1
CalinsQRReader,61984,24,75,1,1,1,2.3655254971681114,1
fcntl.cpython-37m-darwin.so,39376,9,28,1,1,1,2.87787218346647,1
unicodedata.cpython-37m-darwin.so,1089376,11,42,1,5,1,3.1765010452782203,1
_codecs_iso2022.cpython-37m-darwin.so,45568,11,17,1,1,1,2.1808468242241608,1
_sqlite3.cpython-37m-darwin.so,110608,13,205,9,89,1,2.5637883192423874,1
_codecs_jp.cpython-37m-darwin.so,276960,12,16,1,1,1,2.2752659346232034,1
_cffi_backend.cpython-37m-darwin.so,218976,14,221,3,2,1,2.519586778481767,1
_uuid.cpython-37m-darwin.so,29120,9,8,1,1,1,2.025229029233329,1
QtPrintSupport,329072,25,696,10,451,1,2.6899582111051075,1
_csv.cpython-37m-darwin.so,54192,10,54,1,1,1,2.746676638625394,1
_codecs_tw.cpython-37m-darwin.so,129920,12,15,1,1,1,2.3885590247704926,1
libcrypto.1.1.dylib,2230608,15,143,6,4652,1,3.0849422515096823,1
_pickle.cpython-37m-darwin.so,142208,11,166,1,1,1,2.9622428036928814,1
_sha1.cpython-37m-darwin.so,36032,11,22,1,1,1,2.6195513803100203,1
_datetime.cpython-37m-darwin.so,123120,12,93,2,1,1,2.7557353974930714,1
QtQml,4412656,14,1004,20,3712,1,3.017966376010001,1
_json.cpython-37m-darwin.so,61664,11,63,1,1,1,2.542760937403112,1
readline.cpython-37m-darwin.so,55600,11,107,5,1,1,2.8189739618289056,1
_codecs_cn.cpython-37m-darwin.so,164160,12,15,1,1,1,2.5564384493159014,1
select.cpython-37m-darwin.so,53680,10,71,1,1,1,3.17185972726934,1
_posixsubprocess.cpython-37m-darwin.so,36464,9,49,2,1,1,2.83618739060461,1
libreadline.8.dylib,357312,13,327,5,693,1,2.4891204207769984,1
_testcapi.cpython-37m-darwin.so,139808,12,236,2,1,1,2.608730881596657,1
_curses.cpython-37m-darwin.so,111280,11,210,5,2,1,2.878923801968137,1
_sha3.cpython-37m-darwin.so,109376,9,42,1,27,1,2.8664932780727046,1
_hashlib.cpython-37m-darwin.so,45536,11,60,1,1,1,2.536636735760297,1
zlib.cpython-37m-darwin.so,53184,11,51,1,1,1,2.6067758761186397,1
_asyncio.cpython-37m-darwin.so,89056,11,93,1,1,1,2.621795673091206,1
Python,3403104,15,596,20,1871,1,3.144049422551893,1
QtGui,5617280,20,1126,14,7989,1,2.8359068044305684,1
_struct.cpython-37m-darwin.so,70384,12,75,1,1,1,2.556800876813972,1
libssl.1.1.dylib,452000,15,469,34,767,1,2.6216204096341986,1
libsecp256k1.0.dylib,391776,11,15,1,45,1,3.0736162742794737,1
_heapq.cpython-37m-darwin.so,39744,9,14,1,1,1,2.763432735546966,1
termios.cpython-37m-darwin.so,40368,11,34,1,1,1,2.5812484377975298,1
_scproxy.cpython-37m-darwin.so,31712,9,39,1,1,1,2.3817973882612735,1
math.cpython-37m-darwin.so,67664,11,80,1,2,1,3.0904695195276584,1
_multiprocessing.cpython-37m-darwin.so,37744,10,46,1,4,1,2.5269580219354992,1
_codecs_hk.cpython-37m-darwin.so,171984,12,20,1,1,1,2.0783984831810822,1
QtNetwork,1420384,16,870,35,1420,1,2.757351557303159,1
_decimal.cpython-37m-darwin.so,394368,12,144,1,2,1,3.2527522454157634,1
_socket.cpython-37m-darwin.so,109296,11,141,6,1,1,2.7404169846395363,1
QtDBus,505504,14,366,18,430,1,2.8949940409549653,1
_sha512.cpython-37m-darwin.so,49040,11,23,1,1,1,2.822990723391156,1
QtWidgets,5964640,18,2532,37,8787,1,3.0533011795855867,1
binascii.cpython-37m-darwin.so,52224,12,37,1,1,1,2.843082740091168,1
_dbm.cpython-37m-darwin.so,37152,11,38,1,1,1,2.5913978780868274,1
QtSvg,346048,12,589,5,473,1,3.199221563701697,1
run_electrum,6196880,14,91,4,1,1,2.383995956412307,1
mmap.cpython-37m-darwin.so,44240,9,57,2,1,1,2.965541295639755,1
_elementtree.cpython-37m-darwin.so,93072,12,116,1,1,1,2.43366441837174,1
_random.cpython-37m-darwin.so,36128,10,38,2,1,1,2.557528798240978,1
array.cpython-37m-darwin.so,82928,12,93,1,1,1,2.6115341901091793,1
_opcode.cpython-37m-darwin.so,29312,9,10,1,1,1,2.366657157420196,1
_codecs_kr.cpython-37m-darwin.so,151728,12,15,1,1,1,2.4384355401975024,1
_queue.cpython-37m-darwin.so,37648,11,31,1,1,1,2.3903301630375307,1
libusb-1.0.dylib,109968,15,85,2,89,1,2.2055971690986187,1
grp.cpython-37m-darwin.so,31728,11,29,1,1,1,2.365081655928061,1
_ctypes.cpython-37m-darwin.so,163520,13,208,2,61,1,2.7440145149525517,1
resource.cpython-37m-darwin.so,35328,11,24,1,1,1,2.49742042229408,1
_contextvars.cpython-37m-darwin.so,29280,9,7,1,1,1,2.109448873961225,1
_bz2.cpython-37m-darwin.so,38592,10,44,2,1,1,2.675772495930013,1
pyexpat.cpython-37m-darwin.so,281152,12,86,1,83,1,3.0743172229975464,1
_md5.cpython-37m-darwin.so,35984,11,22,1,1,1,2.6322412072823833,1
_sha256.cpython-37m-darwin.so,40752,11,23,1,1,1,2.7833011419849822,1
QtCore,6321984,34,468,20,6020,1,2.686005596223913,1
_ssl.cpython-37m-darwin.so,141936,11,282,7,1,1,2.996374398849334,1
_bisect.cpython-37m-darwin.so,30752,9,13,1,1,1,2.613579639061182,1
_multibytecodec.cpython-37m-darwin.so,60064,10,69,1,1,1,2.6644921224873537,1
_blake2.cpython-37m-darwin.so,58832,12,40,1,15,1,2.816389549023995,1
hid.cpython-37m-darwin.so,103200,14,180,2,23,1,2.4095860842392027,1
_multidict.cpython-37m-darwin.so,80640,10,80,1,1,1,2.6011171772309387,1
_openssl.abi3.so,4787152,14,143,5,5719,1,3.0176113674307614,1
_frozenlist.cpython-37m-darwin.so,92016,13,109,2,2,1,2.38387464924664,1
_http_parser.cpython-37m-darwin.so,512736,13,159,2,18,1,2.5968499257999005,1
_helpers.cpython-37m-darwin.so,71584,13,100,2,2,1,2.303817503269983,1
_websocket.cpython-37m-darwin.so,46912,13,77,3,2,1,2.3243365827034554,1
_http_writer.cpython-37m-darwin.so,62192,13,95,2,2,1,2.263294365848797,1
sip.cpython-37m-darwin.so,191728,13,170,2,69,1,2.3844646314510616,1
QtCore.so,2970672,14,3151,90,2097,1,3.2005620978014955,1
QtPrintSupport.so,296928,13,309,3,454,1,2.939433137657699,1
QtGui.so,3107072,14,3529,27,1747,1,3.129514153707337,1
QtWidgets.so,5713664,15,5801,88,8455,1,3.165064923445002,1
libqicns.dylib,66032,13,97,3,2,1,2.8127595434115373,1
libqwbmp.dylib,46608,13,68,3,2,1,2.6291806678507994,1
libqmacjp2.dylib,57328,13,97,3,2,1,2.6623544751257686,1
libqmacheif.dylib,57472,13,99,3,2,1,2.6493840986305983,1
libqjpeg.dylib,450112,13,143,3,2,1,3.113707477329302,1
libqwebp.dylib,655712,14,95,3,130,1,3.214607278609884,1
libqtiff.dylib,460256,14,131,3,2,1,2.9096646269701507,1
libqtga.dylib,50096,13,61,3,2,1,2.666295173808908,1
libqsvg.dylib,52464,13,86,3,2,1,2.622888479243439,1
libqico.dylib,56880,13,87,3,2,1,2.7234966178763673,1
libqgif.dylib,58736,13,68,3,2,1,2.6890184780096194,1
libqsvgicon.dylib,66912,14,106,4,2,1,2.513806790978291,1
libqoffscreen.dylib,1008032,22,569,26,129,1,2.843134398882714,1
libqminimal.dylib,989536,21,485,15,129,1,2.9647006815865673,1
libqcocoa.dylib,1811984,34,1907,89,145,1,2.8502534116237506,1
libqwebgl.dylib,1431120,22,839,53,129,1,2.88158743816472,1
libcocoaprintersupport.dylib,47840,13,31,4,2,1,2.4408375684086474,1
libqxdgdesktopportal.dylib,87040,13,162,10,2,1,2.884820591627866,1
libqmacstyle.dylib,235264,30,512,7,4,1,2.5391173676316217,1
_quoting_c.cpython-37m-darwin.so,124848,13,132,2,2,1,2.4212493582380854,1
cygrpc.cpython-37m-darwin.so,7368576,17,1639,110,7,1,2.7338048151225216,1
_api_implementation.cpython-37m-darwin.so,29056,10,3,1,1,1,2.1689335747411325,1
_message.cpython-37m-darwin.so,3100752,17,844,2,3430,1,2.9036615092140408,1
wsus,8136408,19,1683,293,6194,0,3.2265323914849957,1
macLauncher,24592,22,18,1,4,1,2.1575234887568935,1
Downloader,896256,30,629,13,370,1,2.8628813843680616,1
IceFog,32748,27,54,2,1,0,2.295320324380818,1
liboptimizer.dylib,10748064,20,197,10,384,0,3.5839342315585823,1
CrashReporter,39168,18,48,1,1,1,2.4833155452092024,1
